tfclass:id	tfclass:superclass	tfclass:class	tfclass:family	tfclass:subfamily	curated:uniprot_ac	tfclass:source	curated:uniprot_id	auto:protein_name	auto:gene_symbol	auto:gene_synonyms	auto:hgnc	auto:mgi	auto:entrez	GRECO_dbTF
2.2.1.2.12	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	P46100	http://tfclass.bioinf.med.uni-goettingen.de/	ATRX_HUMAN	Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX)	ATRX	RAD54L XH2	886;		546;	no
2.2.1.2.12	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	Q61687	http://tfclass.bioinf.med.uni-goettingen.de/	ATRX_MOUSE	Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (HP1 alpha-interacting protein) (HP1-BP38 protein) (Heterochromatin protein 2) (X-linked nuclear protein)	Atrx	Hp1bp2 Xnp		103067;	22589;	no
2.2.1.2.13	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	Q9UHF7	http://tfclass.bioinf.med.uni-goettingen.de/	TRPS1_HUMAN	Zinc finger transcription factor Trps1 (Tricho-rhino-phalangeal syndrome type I protein) (Zinc finger protein GC79)	TRPS1		12340;		7227;	yes
2.2.1.2.13	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	Q925H1	http://tfclass.bioinf.med.uni-goettingen.de/	TRPS1_MOUSE	Zinc finger transcription factor Trps1	Trps1			1927616;		yes
2.2.1.2.2	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	Q86YP4	http://tfclass.bioinf.med.uni-goettingen.de/	P66A_HUMAN	Transcriptional repressor p66-alpha (Hp66alpha) (GATA zinc finger domain-containing protein 2A)	GATAD2A		29989;		54815;	no
2.2.1.2.2	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	Q8CHY6	http://tfclass.bioinf.med.uni-goettingen.de/	P66A_MOUSE	Transcriptional repressor p66 alpha (GATA zinc finger domain-containing protein 2A)	Gatad2a			2384585;	234366;	no
2.2.1.2.3	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	Q8WXI9	http://tfclass.bioinf.med.uni-goettingen.de/	P66B_HUMAN	Transcriptional repressor p66-beta (GATA zinc finger domain-containing protein 2B) (p66/p68)	GATAD2B	KIAA1150	30778;		57459;	no
2.2.1.2.3	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	Q8VHR5	http://tfclass.bioinf.med.uni-goettingen.de/	P66B_MOUSE	Transcriptional repressor p66-beta (GATA zinc finger domain-containing protein 2B) (p66/p68)	Gatad2b			2443225;	229542;	no
2.2.1.2.4	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	Q9P2R6	http://tfclass.bioinf.med.uni-goettingen.de/	RERE_HUMAN	Arginine-glutamic acid dipeptide repeats protein (Atrophin-1-like protein) (Atrophin-1-related protein)	RERE	ARG ARP ATN1L KIAA0458	9965;		473;	no
2.2.1.2.4	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	Q80TZ9	http://tfclass.bioinf.med.uni-goettingen.de/	RERE_MOUSE	Arginine-glutamic acid dipeptide repeats protein (Atrophin-2)	Rere	Atr2 Kiaa0458		2683486;	68703;	no
2.2.1.2.5	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	Q13330	http://tfclass.bioinf.med.uni-goettingen.de/	MTA1_HUMAN	Metastasis-associated protein MTA1	MTA1		7410;		9112;	no
2.2.1.2.5	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	Q8K4B0	http://tfclass.bioinf.med.uni-goettingen.de/	MTA1_MOUSE	Metastasis-associated protein MTA1	Mta1			2150037;		no
2.2.1.2.6	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	O94776	http://tfclass.bioinf.med.uni-goettingen.de/	MTA2_HUMAN	Metastasis-associated protein MTA2 (Metastasis-associated 1-like 1) (MTA1-L1 protein) (p53 target protein in deacetylase complex)	MTA2	MTA1L1 PID	7411;		9219;	no
2.2.1.2.6	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	Q9R190	http://tfclass.bioinf.med.uni-goettingen.de/	MTA2_MOUSE	Metastasis-associated protein MTA2 (Metastasis-associated 1-like 1)	Mta2	Mta1l1		1346340;	23942;	no
2.2.1.2.7	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	Q9BTC8	http://tfclass.bioinf.med.uni-goettingen.de/	MTA3_HUMAN	Metastasis-associated protein MTA3	MTA3	KIAA1266	23784;		57504;	no
2.2.1.2.7	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	Q924K8	http://tfclass.bioinf.med.uni-goettingen.de/	MTA3_MOUSE	Metastasis-associated protein MTA3	Mta3			2151172;	116871;	no
2.2.1.2.8	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	P0C6A0	http://tfclass.bioinf.med.uni-goettingen.de/	ZGLP1_HUMAN	GATA-type zinc finger protein 1 (GATA-like protein 1) (GLP-1)	ZGLP1	GLP1	37245;		100125288;	yes
2.2.1.2.8	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	Q1WG82	http://tfclass.bioinf.med.uni-goettingen.de/	ZGLP1_MOUSE	GATA-type zinc finger protein 1 (GATA-like protein 1) (GLP-1)	Zglp1	Glp1		3696042;	100009600;	yes
2.2.1.2.9	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	Q9Y6K1	http://tfclass.bioinf.med.uni-goettingen.de/	DNM3A_HUMAN	DNA (cytosine-5)-methyltransferase 3A (Dnmt3a) (EC 2.1.1.37) (Cysteine methyltransferase DNMT3A) (EC 2.1.1.-) (DNA methyltransferase HsaIIIA) (DNA MTase HsaIIIA) (M.HsaIIIA)	DNMT3A		2978;		1788;	no
2.2.1.2.9	Zinc-coordinating DNA-binding domains	Other C4 zinc finger-type factors	C4-GATA-related	GATA single	O88508	http://tfclass.bioinf.med.uni-goettingen.de/	DNM3A_MOUSE	DNA (cytosine-5)-methyltransferase 3A (Dnmt3a) (EC 2.1.1.37) (Cysteine methyltransferase DNMT3A) (EC 2.1.1.-) (DNA methyltransferase MmuIIIA) (DNA MTase MmuIIIA) (M.MmuIIIA)	Dnmt3a			1261827;	13435;	no
2.3.1.1.1	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	P08047	http://tfclass.bioinf.med.uni-goettingen.de/	SP1_HUMAN	Transcription factor Sp1	SP1	TSFP1	11205;		6667;	yes
2.3.1.1.1	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	O89090	http://tfclass.bioinf.med.uni-goettingen.de/	SP1_MOUSE	Transcription factor Sp1 (Specificity protein 1)	Sp1			98372;	20683;	yes
2.3.1.1.2	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	Q02086	http://tfclass.bioinf.med.uni-goettingen.de/	SP2_HUMAN	Transcription factor Sp2	SP2	KIAA0048	11207;		6668;	yes
2.3.1.1.2	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	Q9D2H6	http://tfclass.bioinf.med.uni-goettingen.de/	SP2_MOUSE	Transcription factor Sp2	Sp2	Kiaa0048		1926162;	78912;	yes
2.3.1.1.3	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	Q02447	http://tfclass.bioinf.med.uni-goettingen.de/	SP3_HUMAN	Transcription factor Sp3 (SPR-2)	SP3		11208;		6670;	yes
2.3.1.1.3	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	O70494	http://tfclass.bioinf.med.uni-goettingen.de/	SP3_MOUSE	Transcription factor Sp3	Sp3			1277166;	20687;	yes
2.3.1.1.4	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	Q02446	http://tfclass.bioinf.med.uni-goettingen.de/	SP4_HUMAN	Transcription factor Sp4 (SPR-1)	SP4		11209;		6671;	yes
2.3.1.1.4	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	Q62445	http://tfclass.bioinf.med.uni-goettingen.de/	SP4_MOUSE	Transcription factor Sp4	Sp4			107595;		yes
2.3.1.1.5	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	Q6BEB4	http://tfclass.bioinf.med.uni-goettingen.de/	SP5_HUMAN	Transcription factor Sp5	SP5		14529;		389058;	yes
2.3.1.1.5	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	Q9JHX2	http://tfclass.bioinf.med.uni-goettingen.de/	SP5_MOUSE	Transcription factor Sp5	Sp5			1927715;	64406;	yes
2.3.1.1.6	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	Q3SY56	http://tfclass.bioinf.med.uni-goettingen.de/	SP6_HUMAN	Transcription factor Sp6 (Krueppel-like factor 14)	SP6	KLF14	14530;		80320;	yes
2.3.1.1.6	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	Q9ESX2	http://tfclass.bioinf.med.uni-goettingen.de/	SP6_MOUSE	Transcription factor Sp6 (Epiprofin) (Krueppel-like factor 14)	Sp6	Epfn Klf14		1932575;	83395;	yes
2.3.1.1.7	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	Q8TDD2	http://tfclass.bioinf.med.uni-goettingen.de/	SP7_HUMAN	Transcription factor Sp7 (Zinc finger protein osterix)	SP7	OSX	17321;		121340;	yes
2.3.1.1.7	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	Q8VI67	http://tfclass.bioinf.med.uni-goettingen.de/	SP7_MOUSE	Transcription factor Sp7 (C22) (Zinc finger protein osterix)	Sp7	Osx		2153568;	170574;	yes
2.3.1.1.8	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	Q8IXZ3	http://tfclass.bioinf.med.uni-goettingen.de/	SP8_HUMAN	Transcription factor Sp8 (Specificity protein 8)	SP8		19196;		221833;	yes
2.3.1.1.8	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	Q8BMJ8	http://tfclass.bioinf.med.uni-goettingen.de/	SP8_MOUSE	Transcription factor Sp8	Sp8			2443471;	320145;	yes
2.3.1.1.9	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	P0CG40	http://tfclass.bioinf.med.uni-goettingen.de/	SP9_HUMAN	Transcription factor Sp9	SP9		30690;		100131390;	yes
2.3.1.1.9	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Sp1-like	Q64HY3	http://tfclass.bioinf.med.uni-goettingen.de/	SP9_MOUSE	Transcription factor Sp9	Sp9			3574660;	381373;	yes
2.3.1.2.1	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q13351	http://tfclass.bioinf.med.uni-goettingen.de/	KLF1_HUMAN	Krueppel-like factor 1 (Erythroid krueppel-like transcription factor) (EKLF)	KLF1	EKLF	6345;		10661;	yes
2.3.1.2.1	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	P46099	http://tfclass.bioinf.med.uni-goettingen.de/	KLF1_MOUSE	Krueppel-like factor 1 (Erythroid krueppel-like transcription factor) (EKLF)	Klf1	Elkf		1342771;		yes
2.3.1.2.10	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q13118	http://tfclass.bioinf.med.uni-goettingen.de/	KLF10_HUMAN	Krueppel-like factor 10 (EGR-alpha) (Transforming growth factor-beta-inducible early growth response protein 1) (TGFB-inducible early growth response protein 1) (TIEG-1)	KLF10	TIEG TIEG1	11810;		7071;	yes
2.3.1.2.10	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	O89091	http://tfclass.bioinf.med.uni-goettingen.de/	KLF10_MOUSE	Krueppel-like factor 10 (GDNF-inducible factor) (Transcription factor GIF) (mGIF) (Transforming growth factor-beta-inducible early growth response protein 1) (TGFB-inducible early growth response protein 1) (TIEG-1)	Klf10	Gdnfif Tieg Tieg1		1101353;	21847;	yes
2.3.1.2.11	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	O14901	http://tfclass.bioinf.med.uni-goettingen.de/	KLF11_HUMAN	Krueppel-like factor 11 (Transforming growth factor-beta-inducible early growth response protein 2) (TGFB-inducible early growth response protein 2) (TIEG-2)	KLF11	FKLF TIEG2	11811;		8462;	yes
2.3.1.2.11	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q8K1S5	http://tfclass.bioinf.med.uni-goettingen.de/	KLF11_MOUSE	Krueppel-like factor 11 (TGFB-inducible early growth response protein 2b) (Transforming growth factor-beta-inducible early growth response protein 3) (TGFB-inducible early growth response protein 3) (TIEG-3)	Klf11	Tieg2b Tieg3		2653368;	194655;	yes
2.3.1.2.12	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q9Y4X4	http://tfclass.bioinf.med.uni-goettingen.de/	KLF12_HUMAN	Krueppel-like factor 12 (Transcriptional repressor AP-2rep)	KLF12	AP2REP	6346;		11278;	yes
2.3.1.2.12	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	O35738	http://tfclass.bioinf.med.uni-goettingen.de/	KLF12_MOUSE	Krueppel-like factor 12 (Transcriptional repressor AP-2rep)	Klf12	Ap2rep		1333796;	16597;	yes
2.3.1.2.13	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q9Y2Y9	http://tfclass.bioinf.med.uni-goettingen.de/	KLF13_HUMAN	Krueppel-like factor 13 (Basic transcription element-binding protein 3) (BTE-binding protein 3) (Novel Sp1-like zinc finger transcription factor 1) (RANTES factor of late activated T-lymphocytes 1) (RFLAT-1) (Transcription factor BTEB3) (Transcription factor NSLP1)	KLF13	BTEB3 NSLP1	13672;		51621;	yes
2.3.1.2.13	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q9JJZ6	http://tfclass.bioinf.med.uni-goettingen.de/	KLF13_MOUSE	Krueppel-like factor 13 (Basic transcription element-binding protein 3) (BTE-binding protein 3) (Erythroid transcription factor FKLF-2) (RANTES factor of late activated T-lymphocytes 1) (RFLAT-1) (Transcription factor BTEB3)	Klf13	Bteb3 Fklf2		1354948;	50794;	yes
2.3.1.2.14	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q8TD94	http://tfclass.bioinf.med.uni-goettingen.de/	KLF14_HUMAN	Krueppel-like factor 14 (Basic transcription element-binding protein 5) (BTE-binding protein 5) (Transcription factor BTEB5)	KLF14	BTEB5	23025;		136259;	yes
2.3.1.2.14	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q19A41	http://tfclass.bioinf.med.uni-goettingen.de/	KLF14_MOUSE	Krueppel-like factor 14	Klf14			3577024;	619665;	yes
2.3.1.2.15	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q9UIH9	http://tfclass.bioinf.med.uni-goettingen.de/	KLF15_HUMAN	Krueppel-like factor 15 (Kidney-enriched krueppel-like factor)	KLF15	KKLF	14536;		28999;	yes
2.3.1.2.15	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q9EPW2	http://tfclass.bioinf.med.uni-goettingen.de/	KLF15_MOUSE	Krueppel-like factor 15 (Cardiovascular Krueppel-like factor)	Klf15	Cklf		1929988;	66277;	yes
2.3.1.2.16	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q9BXK1	http://tfclass.bioinf.med.uni-goettingen.de/	KLF16_HUMAN	Krueppel-like factor 16 (Basic transcription element-binding protein 4) (BTE-binding protein 4) (Novel Sp1-like zinc finger transcription factor 2) (Transcription factor BTEB4) (Transcription factor NSLP2)	KLF16	BTEB4 NSLP2	16857;		83855;	yes
2.3.1.2.16	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	P58334	http://tfclass.bioinf.med.uni-goettingen.de/	KLF16_MOUSE	Krueppel-like factor 16 (Basic transcription element-binding protein 4) (BTE-binding protein 4) (Dopamine receptor-regulating factor) (Transcription factor BTEB4)	Klf16	Bteb4 Drrf		2153049;	118445;	yes
2.3.1.2.17	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q5JT82	http://tfclass.bioinf.med.uni-goettingen.de/	KLF17_HUMAN	Krueppel-like factor 17 (Zinc finger protein 393)	KLF17	ZNF393	18830;		128209;	yes
2.3.1.2.17	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q8CFA7	http://tfclass.bioinf.med.uni-goettingen.de/	KLF17_MOUSE	Krueppel-like factor 17 (Germ cell-specific zinc finger protein) (Zinc finger protein 393)	Klf17	Gzf Zfp393 Znf393		2181068;	75753;	yes
2.3.1.2.2	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q9Y5W3	http://tfclass.bioinf.med.uni-goettingen.de/	KLF2_HUMAN	Krueppel-like factor 2 (Lung krueppel-like factor)	KLF2	LKLF	6347;		10365;	yes
2.3.1.2.2	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q60843	http://tfclass.bioinf.med.uni-goettingen.de/	KLF2_MOUSE	Krueppel-like factor 2 (Lung krueppel-like factor)	Klf2	Lklf		1342772;	16598;	yes
2.3.1.2.3	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	P57682	http://tfclass.bioinf.med.uni-goettingen.de/	KLF3_HUMAN	Krueppel-like factor 3 (Basic krueppel-like factor) (CACCC-box-binding protein BKLF) (TEF-2)	KLF3	BKLF	16516;		51274;	yes
2.3.1.2.3	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q60980	http://tfclass.bioinf.med.uni-goettingen.de/	KLF3_MOUSE	Krueppel-like factor 3 (Basic krueppel-like factor) (CACCC-box-binding protein BKLF) (TEF-2)	Klf3	Bklf		1342773;	16599;	yes
2.3.1.2.4	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	O43474	http://tfclass.bioinf.med.uni-goettingen.de/	KLF4_HUMAN	Krueppel-like factor 4 (Epithelial zinc finger protein EZF) (Gut-enriched krueppel-like factor)	KLF4	EZF GKLF	6348;		9314;	yes
2.3.1.2.4	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q60793	http://tfclass.bioinf.med.uni-goettingen.de/	KLF4_MOUSE	Krueppel-like factor 4 (Epithelial zinc finger protein EZF) (Gut-enriched krueppel-like factor)	Klf4	Ezf Gklf Zie		1342287;	16600;	yes
2.3.1.2.5	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q13887	http://tfclass.bioinf.med.uni-goettingen.de/	KLF5_HUMAN	Krueppel-like factor 5 (Basic transcription element-binding protein 2) (BTE-binding protein 2) (Colon krueppel-like factor) (GC-box-binding protein 2) (Intestinal-enriched krueppel-like factor) (Transcription factor BTEB2)	KLF5	BTEB2 CKLF IKLF	6349;		688;	yes
2.3.1.2.5	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q9Z0Z7	http://tfclass.bioinf.med.uni-goettingen.de/	KLF5_MOUSE	Krueppel-like factor 5 (Basic transcription element-binding protein 2) (BTE-binding protein 2) (Intestinal-enriched krueppel-like factor) (Transcription factor BTEB2)	Klf5	Bteb2 Iklf		1338056;	12224;	yes
2.3.1.2.6	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q99612	http://tfclass.bioinf.med.uni-goettingen.de/	KLF6_HUMAN	Krueppel-like factor 6 (B-cell-derived protein 1) (Core promoter element-binding protein) (GC-rich sites-binding factor GBF) (Proto-oncogene BCD1) (Suppressor of tumorigenicity 12 protein) (Transcription factor Zf9)	KLF6	BCD1 COPEB CPBP ST12	2235;		1316;	yes
2.3.1.2.6	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	O08584	http://tfclass.bioinf.med.uni-goettingen.de/	KLF6_MOUSE	Krueppel-like factor 6 (Core promoter element-binding protein)	Klf6	Copeb Cpbp		1346318;		yes
2.3.1.2.7	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	O75840	http://tfclass.bioinf.med.uni-goettingen.de/	KLF7_HUMAN	Krueppel-like factor 7 (Ubiquitous krueppel-like factor)	KLF7	UKLF	6350;		8609;	yes
2.3.1.2.7	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q99JB0	http://tfclass.bioinf.med.uni-goettingen.de/	KLF7_MOUSE	Krueppel-like factor 7	Klf7			1935151;	93691;	yes
2.3.1.2.8	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	O95600	http://tfclass.bioinf.med.uni-goettingen.de/	KLF8_HUMAN	Krueppel-like factor 8 (Basic krueppel-like factor 3) (Zinc finger protein 741)	KLF8	BKLF3 ZNF741	6351;		11279;	yes
2.3.1.2.8	Zinc-coordinating DNA-binding domains	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Kr-like	Q8BLM0	http://tfclass.bioinf.med.uni-goettingen.de/	KLF8_MOUSE	Krueppel-like factor 8	Klf8			2442430;	245671;	yes
